siteName,siteTime,siteAddress,daysofOperation,siteDistrict,siteCounty,siteState,siteZip,contactPhone,startDate,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,siteStatus,endDate,_updatedOn
Auburn Riverside High School,8:30am-9:30am AND 11:00-12:30pm,"501 Oravetz Road, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Auburn YMCA,11:00AM-12:00PM,"1620 Perimeter Rd SW, Auburn",,Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade Middle School,8:30am-9:30am AND 11:00-12:30pm,"1015 24th St NE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chinook Elementary,8:30am-9:30am AND 11:00-12:30pm,"3502 Auburn Way South, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dale Turner YMCA,12:00PM-12:30PM,"19290 Aurora Ave N, Shoreline",,Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dick Scobee Elementary,8:30am-9:30am AND 11:00-12:30pm,"1825 K St SE, Auburn WA (temp address for 2019-2020)","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Evergreen Heights Elementary,8:30am-9:30am AND 11:00-12:30pm,"5602 S 316th, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Gildo Rey Elementary,8:30am-9:30am AND 11:00-12:30pm,"1005 37th Street SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hazelwood Elementary,8:30am-9:30am AND 11:00-12:30pm,"11815 SE 304th St, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ilalko Elementary,8:30am-9:30am AND 11:00-12:30pm,"301 Oravetz Pl SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake View Elementary,8:30am-9:30am AND 11:00-12:30pm,"16401 SE 318th, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lakeland Hills Elementary,8:30am-9:30am AND 11:00-12:30pm,"1020 Evergreen Way SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lea Hill Elementary,8:30am-9:30am AND 11:00-12:30pm,"30908 124th Ave SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mt Baker Middle School,8:30am-9:30am AND 11:00-12:30pm,"620 37th St SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olympic Middle School,8:30am-9:30am AND 11:00-12:30pm,"839 21st St SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Elementary,8:30am-9:30am AND 11:00-12:30pm,"2301 M Street SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rainier Middle School,8:30am-9:30am AND 11:00-12:30pm,"30620 116th Ave SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Terminal Park Elementary,8:30am-9:30am AND 11:00-12:30pm,"1101 D Street SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West Auburn High School,8:30am-9:30am AND 11:00-12:30pm,"401 West Main Street, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Black Diamond Elementary,111:00am-12:30am,"25314 Baker St, Black Diamond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,03/18/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Enumclaw High School,111:00am-12:30am,"226 Semanski St S, Enumclaw","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,03/18/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Enumclaw King County Library,111:00am-12:30am,"1700 1st St, Enumclaw","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,03/18/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Andrew’s Glen Apartments,12:00PM-12:15PM,"4220 Factoria Blvd SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Andmore Elementary,12:15PM-12:30PM,"16616 NE 32nd St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
August Wilson Place,12:30PM-12:45PM,"204 111th Ave NE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bennett Elementary,12:00PM-12:15PM,"17900 NE 16th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Park East Apartments,12:00PM-12:15PM,"15207 NE 16th Pl, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chalet Apartments (at the circle),12:30PM-12:45PM,"145th Pl SE & 146th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cherry Crest Elementary ,12:15PM-12:30PM,"12400 NE 32nd St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Clyde Hill Elementary,12:15PM-12:30PM,"9601 NE 24th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Eastgate Elementary ,12:00PM-12:15PM,"4255 153rd Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Eastside Terrace Apartments,12:55PM-1:00PM,"147th Pl NE & NE 8th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Emerald Ridge Apartments,12:30PM-12:45PM,"3010 118th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Enatai Elementary ,12:15PM-12:30PM,"10700 SE 25th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hopelink Place (at 102nd Ave),12:00PM-12:15PM,"10116 SE 6th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Landmark Apartments,12:00PM-12:15PM,"16330 NE 11th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Medina Elementary ,12:45PM-1:00PM,"8001 NE 8th St, Medina","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Newport Heights Elementary,12:00PM-12:15PM,"5225 119th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Bellevue Community Center,12:30PM-12:45PM,"4063 148th Ave NE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Overlake Park and Ride (at the 2600 Crossing),12:50PM-1:05PM,"2650 152nd Ave NE, Redmond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Piedmont Apartments,12:40PM-12:55PM,"1200 155th Ave NE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Redmond Park Apartments,12:50PM-1:05PM,"14700 NE 35th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sammamish View Apartments (at Eastgate turnaround),12:25PM-12:40PM,"16160 SE Eastgate Way, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sherwood Forest Elementary ,12:50PM-1:05PM,"16411 NE 24th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Somerset Elementary ,12:25PM-12:40PM,"14100 Somerset Blvd SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Spiritridge Elementary,12:00PM-12:15PM,"16401 SE 24th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Spiritwood Manor,12:00PM-12:15PM,"17222 NE 8th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
St Peter’s United Methodist Church,12:25PM-12:40PM,"17222 NE 8th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Club Teen Center,12:30PM-12:45PM,"15238 Lake Hills Blvd, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Court at Crossroads Apartments,12:25PM-12:35PM,"15616 NE 15th St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Trails of Redmond (at 40th St Entrance),12:25PM-12:40PM,"16539 NE 35th Ct, Redmond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tillicum Middle School,12:15PM-12:30PM,"1280 160th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tyee Middle School,12:00PM-12:15PM,"13630 SE Allen Rd, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wilburton Elementary ,12:45PM-1:10PM,"12300 Main St, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Woodridge Elementary,12:45PM-1:00PM,"12619 SE 20th Pl, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sammamish High School,11:00am-12:00pm,"100 140th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake Hills Elementary,11:00am-12:00pm,"100 140th Ave SE, Bellevue","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stevenson Elementary,11:00am-12:00pm,14220 NE 8th St,"'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Finn Hill Middle School,10:30AM-12:00PM,"8040 NE 132nd St, Kirkland","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Inglewood Middle School,10:30AM-12:00PM,"24120 NE 8th St, Sammamish","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kamiakin Middle School,10:30AM-12:00PM,"14111 132nd Ave NE, Kirkland","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Redmond Middle School ,10:30AM-12:00PM,"10055 166th Ave NE, Redmond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rose Hill Middle School,10:30AM-12:00PM,"13505 NE 75th St, Redmond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Timberline Middle School,10:30AM-12:00PM,"9900 Redmond Ridge Dr. NE, Redmond","'M', 'T', 'W', 'TH', 'F'",East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mercer Island School District students,Visit district page for more info,"Pickup at 33 locations, visit district page",,East King County,King County,WA,,,,,"Serving pre-order meals, visit district page for more info",,,,,,Sat Apr 11 17:45:10 2020
Northshore School District students,"Serving pre-order meals, visit district page for more info",,,East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Riverview School District students,"Serving pre-order meals, visit district page for more info",Cherry Valley Elementary and Carnation Elementary,,East King County,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Snoqualmie Valley School District students,"Serving pre-order meals for Snoqualmie Valley School District students, details to come",Details to come,,East King County,King County,WA,,,03/18/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Vashon Island School District students,"Serving pre-rder meals for Vashon Island students students, details to come",Details to come,,East King County,King County,WA,,,03/16/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Adelaide Elementary School ,11:30AM – 12:00AM,1635 SW 304th St. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Appian Way ,12:20PM – 1:25PM,25818 26th Pl. S. Kent,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Camelot Square,10:45-11:50am,"3001 S 288 St, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Crestview West,1:55-3:00pm,"27912 Pacific Hwy S, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Decatur High School,10:00AM – 12:00PM,2800 SW 320th St. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Federal Way High School,10:00AM – 12:00PM,30611 16th Ave. S. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mark Twain Elementary School ,11:30AM – 12 PM,2450 S. Star Lake Rd. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Thomas Jefferson High School ,10:00AM – 12:00PM,4248 S. 288th St. Auburn,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Todd Beamer High School ,10:00AM – 12:00PM,35999 16th Ave. S. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Twin Lakes Elementary School ,11:30AM – 12 PM,4400 SW 320th St. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Encore Apartment Homes ,12:30PM – 1:00PM,125 SW Campus Dr. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Glen Park ,11:30AM – 12:00PM,952 SW Campus Dr. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pavilion,12:30PM – 1:00PM,1900 SW Campus Dr. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
View at the Lake ,12:30PM – 1:00PM,30602 Pacific Highway S. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Good Shepherd Episcopal Church ,12:30PM – 1:00PM,345 S. 312th St. Federal Way,"'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kitts Corner,10:45-11:50am,"1201 S 336th St, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Uptown Square Apts,12:20-1:25pm,"1066 S 320th St, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Campus View Apts,1:55-3:00pm,"163 S 340th St, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Enchanted Woods,10:45-11:50am,"2020 S 360th St, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Park 16,12:20-1:25pm,"35703 16th Ave S, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Westway,1:55-3:00pm,"33400 21st Ave SW, Federal Way","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Appian Way,12:20-1:25pm,"25818 26th Pl, Kent","'M', 'T', 'W', 'TH', 'F'",Federal Way,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Office,12:00PM-12:30PM,"15675 Ambaum Blvd SW, Burien","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
SW Boys and Girls Club,8:00AM-9:00AM,"9800 8TH Ave SW #105, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Para Los Ninos,11:30AM-12:00PM,"425 SW 144th St., Burien","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake Burien Presbyterian Church,11:00PM-11:30PM,"15003 14th Ave SW, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Alcove at Seathurst Apartments,12:00PM-12:30PM,"14001 Ambaum Blvd SW, Burien (between buildings 2 and 4)","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Steve Cox Memorial Park,12:00PM-12:30PM,"1321 SW 102nd, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Glacier Middle School,12:00PM-12:30PM,"2450 S 142nd St, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pacific Middle School,12:00PM-12:30PM,"22705 24th Pl S, Des Moines","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
White Center Heights ,12:30PM-1:00PM,"10015 6th Ave SW, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Big Picture Schools,11:00-11:30am,"440 South 186th St, Burien","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade Middle School,12:00-12:30pm,"11212 10th Ave SW, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chinook Middle School,7:30-9:00am,"18650 42nd Ave S, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Evergreen High School,7:30-9:00am,"830 SW 116th St, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Glacier Middle School,12:00-12:30pm,"2450 S 142nd St, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Highline Public Schools – Central Office,12:00-12:30pm,"15676 Ambaum Blvd SW, Burien","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Highline High School,11:00-11:30am,"615 S 200th St, Des Moines (Olympic Interim Site)","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Madrona Elementary,12:30-1:00pm,"20301 32nd Ave S, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
McMicken Hts Park,11:30-12:00pm,"S 166th St & 40th Ave S, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,03/17/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Midway Park,12:30-1:00pm,"S 221st St & 29th Ave S, Des Moines","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mount Rainier High School,11:00-11:30am,"22450 19th Ave S, Des Moines","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pacific Middle School,12:00-12:30pm,"22705 24th Pl S, Des Moines","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Parkside Elementary,12:00-12:30pm,"2104 S 247th St, Des Moines","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pine Ridge Apts,1:00-1:30pm,"3725 S 180th St, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,03/17/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Sylvester Middle School,12:00-12:30pm,"16222 Sylvester Rd SW, Burien","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tyee High School,11:00-11:30pm,"4424 S 188th St, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
White Center Heights Elementary,12:30-1:00pm,"10015 6th Ave SW, Seattle","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Willow Lake Apts,11:45am-12:15pm,"3002 32nd Ave S, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Windsor Heights Apt,12:15-12:45pm,"17229 32nd Ave S, SeaTac","'M', 'T', 'W', 'TH', 'F'",Highline,King County,WA,,,03/17/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Carriage Crest Elementary,10:00AM-11:00AM,"18235 140th Avenue SE, Renton","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cedar Heights Middle School,10:00AM-11:00AM,"19640 SE 272nd St, Covington","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Covington Elementary,10:00AM-11:00AM,"25811 156th Ave SE, Covington","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kent Elementary,10:00AM-11:00AM,"24700 64th Avenue S, Kent","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kent-Meridian High School,10:00AM-11:00AM,"10020 SE 256th St, Kent","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kentridge High School,10:00AM-11:00AM,"12430 SE 208th St, Kent","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Neely-O’Brien Elementary,10:00AM-11:00AM,"6300 S 236th St, Kent","M,W,F",Kent,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Benson Hill Elementary,11am-12pm,"18665 116th Ave SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bryn Mawr Elementary,11am-12pm,"8212 S 118th St, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Campbell Hill Elementary,11am-12pm,"6418 S 124th St, Seattle,","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade Elementary,11am-12pm,"16022- 116th Ave SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Creston Point Apartments,11am-12pm,"13445 Martin Luther King Jr Way, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dimmit Middle School,11am-12pm,"12320- 80th Ave S, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Green Tree/ Park Hill Apartments,11am-12pm,"6900 S 125th St, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hazelwood Elementary,11am-12pm,"7100- 116th Ave SE, Newcastle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hazen High School,11am-12pm,"1101 Hoquiam Ave NE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Highlands Elementary,11am-12pm,"2720 NE 7th St, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Honey Dew Elementary,11am-12pm,"800 Union Ave NE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kennydale Elementary,11am-12pm,"1700 NE 28th St, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lakeridge Elementary,11am-12pm,"7400 S 115th St, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lindbergh High School,11am-12pm,"16426-128th Ave SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Maplewood Heights Elementary,11am-12pm,"130 Jericho Ave NE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
